id,label,PAAC5,PAAC15,PAAC10,PAAC4,PAAC12,PAAC19,PAAC3,PAAC22,PAAC14,PAAC2,PAAC16,PAAC25,PAAC26,PAAC21,PAAC6,PAAC30,PAAC20,PAAC7,PAAC11,PAAC27,PAAC13
Positive_707,1,0.816,1.496,5.167,3.671,5.167,2.856,5.167,4.951,1.768,2.04,2.176,5.404,5.059,4.657,2.312,4.855,4.079,2.176,4.352,4.908,1.224
Positive_153,1,0.924,2.311,2.08,3.004,1.733,1.849,2.427,5.21,2.657,2.542,3.004,5.002,5.038,4.915,4.159,4.979,3.813,2.427,3.697,4.727,1.964
Negative_889,0,2.257,2.708,0.451,1.805,2.708,0.451,2.257,4.435,2.257,3.159,4.062,4.194,5.233,4.319,4.514,5.102,0.903,3.611,7.673,5.202,1.354
Negative_1155,0,2.051,2.237,2.051,1.864,2.237,1.491,1.118,5.054,2.423,3.728,4.473,4.843,5.368,5.493,3.728,4.914,2.423,2.051,5.033,5.258,1.118
Positive_27,1,1.263,3.874,2.526,2.105,1.937,2.19,1.769,4.734,2.105,2.442,3.453,4.835,4.954,4.643,3.284,4.848,3.621,2.61,5.306,4.728,1.179
Negative_519,0,2.78,6.949,1.737,2.432,2.432,0.695,1.389,4.676,0.0,3.474,2.78,4.646,4.749,4.422,2.085,4.095,2.432,1.737,6.254,4.151,0.695
Negative_756,0,0.83,4.321,1.811,2.491,3.076,0.604,1.774,4.669,0.868,3.038,7.435,4.65,4.64,4.548,3.699,4.747,3.038,2.095,4.454,4.573,0.868
Positive_130,1,0.278,1.114,0.835,3.619,3.34,1.949,1.67,5.588,2.227,2.784,2.227,5.127,5.305,4.981,4.454,5.213,1.67,1.949,7.516,4.757,1.392
Positive_29,1,1.809,3.392,3.618,2.261,1.13,1.47,2.713,4.676,3.052,2.261,4.296,4.506,4.543,4.616,2.374,4.6,4.635,1.809,4.522,4.562,1.47
Negative_554,0,1.405,5.531,1.678,1.178,2.72,0.544,1.088,4.624,0.499,3.672,3.944,4.774,4.419,4.889,1.678,4.624,3.627,3.899,3.581,4.603,1.587
Negative_1005,0,1.216,3.465,4.073,1.58,2.067,2.127,1.945,4.3,2.735,1.58,4.802,4.538,4.669,4.158,2.309,4.401,3.282,1.216,7.172,4.32,1.519
Negative_68,0,0.97,10.672,0.0,1.94,0.485,1.94,0.0,4.066,0.97,1.455,8.246,3.901,3.489,3.865,2.425,4.222,4.366,3.395,4.366,3.985,0.0
Negative_1294,0,0.478,2.392,3.349,0.478,1.435,2.871,1.914,5.101,5.263,2.871,2.392,5.171,4.634,4.794,2.392,5.354,3.349,1.435,6.22,4.987,0.478
Negative_468,0,2.315,5.015,1.64,1.736,1.35,1.833,1.061,4.491,2.411,2.99,2.797,4.693,4.629,4.496,2.122,4.761,2.508,2.218,5.594,4.666,0.868
Positive_431,1,0.323,2.048,2.964,3.827,3.665,2.048,2.21,5.271,2.156,2.156,2.695,5.175,4.987,5.11,3.881,4.987,3.665,1.617,3.935,4.792,1.024
Negative_30,0,1.781,4.453,0.594,0.594,1.187,0.297,0.0,5.016,2.078,5.046,5.937,4.963,5.093,5.833,0.891,4.927,2.969,0.891,5.64,5.297,0.297
Positive_841,1,0.728,2.266,3.803,2.752,2.994,2.671,2.428,5.131,1.861,3.075,2.428,4.879,4.984,4.971,2.509,4.896,2.832,2.185,4.208,5.096,1.78
Positive_137,1,1.574,2.361,4.88,1.889,3.62,1.889,2.991,4.506,5.037,2.518,3.778,4.74,4.6,4.326,1.259,4.896,4.092,1.574,6.139,4.821,1.259
Negative_392,0,2.772,3.927,2.425,1.155,1.733,1.617,1.502,4.352,1.963,2.541,4.62,4.3,4.552,4.464,3.003,4.414,4.389,2.425,7.161,4.541,1.039
Positive_1000,1,0.798,1.596,3.691,3.691,3.691,1.696,1.397,4.767,1.796,2.195,3.292,5.005,4.897,4.638,2.494,5.008,3.791,2.195,4.39,4.902,1.397
Negative_1084,0,3.065,3.449,0.383,3.449,1.916,1.916,3.065,4.332,0.767,2.299,4.215,4.441,4.846,4.812,1.916,4.509,4.215,3.832,7.663,5.093,0.767
Negative_660,0,1.226,1.962,2.697,1.716,1.716,2.043,2.043,4.557,2.86,2.615,4.331,4.753,4.779,4.316,2.86,4.901,3.677,1.716,5.802,4.748,1.144
Positive_894,1,0.0,1.995,3.59,1.795,4.588,0.798,1.396,5.661,0.997,4.189,1.795,4.808,5.898,5.724,3.192,5.735,4.388,1.795,2.593,5.043,0.997
Positive_987,1,0.215,1.933,2.65,2.864,4.511,1.361,2.076,4.929,1.718,3.079,4.941,5.105,5.285,4.993,4.153,4.879,2.65,2.076,4.01,4.66,1.361
Positive_391,1,1.252,1.408,1.721,1.095,2.816,1.252,1.721,5.337,2.347,3.755,3.911,5.038,5.33,5.169,2.816,5.204,4.381,0.939,6.259,4.865,0.626
Positive_507,1,0.967,2.899,1.74,3.866,3.866,1.546,2.32,4.594,3.866,1.16,4.059,4.625,5.322,4.529,4.059,4.409,3.286,3.479,4.639,5.041,2.32
Positive_965,1,0.419,3.566,1.993,3.461,2.517,1.469,1.469,5.302,1.154,3.776,5.664,4.815,5.018,4.919,3.881,5.021,3.146,3.252,4.51,4.932,0.839
Positive_377,1,0.556,2.867,2.396,2.61,2.396,1.412,1.626,5.176,2.225,3.08,2.353,4.828,4.977,5.307,3.38,5.098,4.278,1.968,4.492,4.851,1.497
Positive_640,1,0.656,3.281,1.51,3.216,1.641,2.1,1.706,5.247,2.428,3.544,2.559,5.383,5.267,5.09,3.216,4.838,3.281,1.903,5.512,5.233,0.985
Positive_850,1,0.52,1.978,3.193,2.811,3.019,1.18,1.666,5.349,1.215,3.435,2.464,5.158,5.056,5.112,3.783,5.234,3.748,1.735,4.823,5.024,1.249
Positive_408,1,0.663,2.368,3.6,1.705,1.231,1.705,1.8,4.92,3.979,2.842,3.695,5.043,4.805,4.675,2.368,4.659,4.453,1.421,7.106,4.777,1.8
Negative_1092,0,1.953,0.977,1.953,2.278,1.302,0.977,1.953,4.796,1.953,4.231,4.557,4.892,5.292,5.256,2.604,5.512,0.977,2.604,6.835,5.942,0.977
Positive_150,1,0.485,2.426,2.304,2.607,3.76,1.152,1.637,5.401,2.365,3.093,2.001,5.251,5.415,4.922,3.699,5.191,3.274,1.698,4.912,5.096,0.849
Negative_1180,0,2.002,3.656,2.872,1.654,2.698,2.437,2.263,4.905,1.654,1.741,3.83,4.65,4.647,4.726,2.872,4.736,2.176,2.524,5.222,4.789,1.305
Positive_508,1,0.628,1.779,5.234,2.303,3.035,1.151,2.094,4.575,2.722,1.675,3.455,4.432,4.473,4.385,2.827,4.673,5.652,1.466,5.757,4.621,2.303
Positive_777,1,0.732,1.465,3.662,2.685,2.93,0.488,2.685,5.312,1.709,2.197,1.953,4.514,4.662,5.078,3.906,4.766,4.883,1.709,4.638,5.091,1.709
Negative_1167,0,1.086,4.344,3.194,2.172,2.619,1.214,2.683,4.411,2.491,1.725,5.11,4.724,4.602,4.52,3.833,4.441,3.897,2.108,4.663,4.547,1.277
Positive_346,1,0.639,2.406,3.087,2.725,2.3,1.703,2.236,5.197,2.044,3.087,3.406,5.09,5.032,5.037,3.492,5.224,4.003,2.193,4.641,4.98,1.597
Positive_196,1,0.523,2.541,2.915,2.167,2.541,1.868,1.868,5.168,3.139,2.691,2.915,4.766,5.027,4.887,2.691,5.151,3.662,2.317,5.157,4.847,0.747
Negative_917,0,0.831,3.877,1.569,2.677,1.477,1.384,1.569,4.794,1.2,3.139,3.415,4.799,4.95,5.237,3.231,4.94,4.708,2.4,4.615,5.043,0.554
Positive_303,1,1.325,2.914,2.384,2.516,2.914,1.59,1.987,5.133,2.119,1.854,3.444,5.064,5.008,4.842,3.841,4.967,3.576,1.457,5.563,4.842,1.192
Positive_96,1,1.516,3.704,5.22,1.516,2.526,2.021,2.021,4.397,3.199,2.021,3.031,4.413,4.361,4.515,1.852,4.583,5.388,1.347,6.904,4.688,1.516
Positive_765,1,1.443,1.443,3.401,3.298,2.989,2.061,2.371,5.212,2.164,2.577,2.061,4.972,4.861,4.823,3.092,5.0,2.783,2.268,3.298,4.601,2.164
Positive_872,1,0.993,4.352,2.901,3.817,3.817,1.374,1.832,4.993,1.451,2.214,4.046,4.462,4.906,4.885,5.803,4.67,2.443,1.985,4.046,4.61,0.84
Negative_284,0,2.947,5.526,1.842,2.579,4.421,1.105,3.316,4.883,1.842,2.579,3.684,3.948,4.343,4.4,5.158,4.897,4.421,2.947,2.579,4.948,0.737
Negative_837,0,0.665,1.33,1.995,2.659,1.995,0.0,0.665,5.858,0.665,7.313,3.324,5.507,5.603,6.466,3.324,5.723,5.318,2.659,3.989,4.649,1.33
Positive_12,1,1.331,4.134,0.981,3.783,1.541,1.892,0.981,4.703,3.082,3.433,3.082,5.122,5.117,5.065,2.032,5.109,2.732,1.822,4.344,5.169,0.631
Negative_150,0,1.713,2.336,2.336,2.959,2.492,1.558,2.025,4.92,1.869,3.271,4.361,5.304,5.188,4.725,2.492,5.299,2.181,2.025,6.385,5.037,0.935
Positive_537,1,0.698,2.791,3.265,3.182,1.926,2.568,3.293,4.979,2.763,2.428,2.93,4.849,5.038,4.946,2.512,4.818,3.014,2.372,3.712,4.765,1.144
Negative_116,0,1.569,3.312,1.656,2.266,1.308,1.308,1.656,5.062,2.527,2.789,3.05,5.011,4.801,4.874,2.179,4.631,2.876,1.917,5.491,4.912,1.046
Positive_271,1,0.815,3.262,3.262,1.281,3.262,2.33,2.097,4.335,3.961,1.631,5.358,4.349,4.377,4.349,1.864,4.569,4.543,1.281,6.058,4.449,1.864
Negative_707,0,0.575,4.602,1.726,0.575,0.575,0.0,2.876,5.401,0.0,6.328,3.451,5.594,5.646,5.376,2.876,5.456,3.451,1.726,4.027,5.074,0.575
Negative_1157,0,1.299,7.793,0.649,0.649,0.649,0.0,0.974,6.208,0.974,8.767,2.922,4.414,5.151,4.986,1.623,4.897,1.623,2.598,3.897,6.285,0.649
Negative_44,0,1.306,2.807,3.108,2.076,1.658,1.267,2.533,4.559,2.22,2.429,4.883,4.71,4.763,4.7,2.716,4.625,4.557,2.389,5.34,4.66,0.914
Negative_238,0,1.314,1.689,1.501,1.689,1.689,1.314,2.065,4.568,4.129,1.877,3.379,4.488,4.482,4.571,1.314,4.643,3.754,1.877,8.259,4.445,1.689
Negative_547,0,0.658,6.963,0.76,2.304,1.544,1.621,2.127,4.516,1.418,2.659,6.179,4.593,4.571,4.309,3.545,4.494,3.013,3.266,4.71,4.527,0.785
Negative_801,0,1.681,2.242,3.083,1.681,2.382,1.121,1.121,4.991,1.962,2.382,5.325,4.66,4.649,4.487,4.344,4.539,2.943,2.662,7.566,4.547,1.121
Negative_598,0,4.276,2.025,1.125,0.225,1.575,1.8,0.0,2.9,2.025,0.0,16.202,3.001,3.068,2.605,0.0,3.005,2.476,3.15,0.0,2.85,0.225
Negative_228,0,0.679,4.073,1.018,1.018,2.715,1.358,3.054,4.295,2.376,4.073,4.412,4.522,4.956,4.535,2.715,5.127,3.054,2.715,8.485,4.89,1.697
Negative_480,0,1.426,3.993,0.855,0.571,0.285,1.283,1.14,4.443,0.998,3.422,4.42,4.569,4.539,3.986,1.14,4.848,3.993,2.139,9.696,4.347,0.571
Negative_435,0,1.265,5.693,2.53,4.428,1.898,0.633,0.316,4.195,1.265,3.48,4.745,4.254,3.862,4.203,2.214,4.924,2.214,3.48,5.693,3.998,0.633
Negative_195,0,1.836,2.753,6.883,2.294,1.836,2.753,1.836,4.443,4.13,2.753,4.13,4.51,5.171,4.15,1.376,4.278,2.753,0.918,7.342,5.209,0.918
Negative_672,0,0.906,4.884,2.245,2.639,2.167,0.867,3.624,4.288,1.339,2.521,6.775,4.257,4.442,4.234,2.679,4.334,2.639,5.317,5.042,4.373,1.97
Negative_532,0,1.929,2.787,0.214,3.001,3.215,1.072,0.429,5.226,1.929,2.358,4.073,5.068,5.572,4.684,4.501,5.078,3.215,3.43,5.144,4.644,1.929
Positive_938,1,1.316,2.302,3.618,2.741,2.521,2.741,2.083,4.713,2.521,2.741,4.385,4.741,4.784,4.866,2.412,5.171,2.85,1.425,5.701,4.994,1.535
Negative_514,0,0.908,5.548,0.807,2.219,1.917,1.311,1.109,4.608,1.917,2.723,4.74,4.883,4.686,4.726,4.842,4.55,2.925,2.32,5.346,4.781,0.706
Positive_26,1,1.6,4.385,1.363,2.193,2.371,1.956,1.185,4.651,1.659,2.43,4.8,4.61,4.716,4.485,3.259,4.681,2.371,4.208,5.156,4.376,1.304
Positive_670,1,1.042,1.39,3.474,0.695,2.432,3.127,1.737,4.739,3.822,2.779,2.779,4.954,5.048,4.931,1.737,5.005,2.779,2.432,7.296,5.013,0.695
Positive_306,1,0.595,1.904,2.439,3.837,4.789,1.547,1.963,4.959,1.339,3.42,6.008,5.043,4.857,4.941,4.7,4.85,1.517,2.528,4.105,4.868,0.773
Negative_102,0,2.867,5.818,0.702,1.57,0.298,3.914,2.368,4.28,0.226,3.26,4.343,4.58,4.754,4.702,3.308,4.164,3.308,2.76,1.761,4.524,0.976
Positive_597,1,1.327,2.185,3.044,2.185,3.668,1.873,1.717,4.949,1.483,2.342,2.185,4.822,5.004,4.923,3.824,4.918,3.824,1.717,4.293,5.072,0.702
Positive_385,1,0.64,1.12,3.199,2.719,3.679,2.239,1.12,5.46,2.879,2.719,1.92,5.651,5.884,4.793,0.96,5.682,3.519,1.92,3.519,5.329,1.28
Positive_471,1,1.022,2.811,2.299,2.044,3.577,0.766,2.811,5.081,2.811,2.299,4.854,4.878,4.591,4.628,4.088,4.447,2.044,3.577,7.154,4.241,1.533
Positive_1132,1,0.437,2.405,1.967,3.935,3.498,1.53,2.842,5.434,3.716,2.623,2.405,5.406,5.017,5.235,3.061,5.199,3.061,2.405,3.061,5.192,1.093
Negative_91,0,2.325,3.255,0.233,4.651,2.093,0.697,0.93,5.196,2.325,5.581,2.325,5.053,5.277,5.115,2.791,5.487,1.163,1.86,3.023,5.236,1.163
Positive_144,1,1.132,2.378,2.491,3.057,4.303,1.698,2.151,5.178,3.284,2.491,3.736,5.231,4.857,4.869,3.963,4.889,2.831,1.585,5.209,4.882,0.679
Negative_1283,0,1.259,3.97,0.678,2.227,2.421,0.387,0.581,5.147,0.581,3.39,3.583,5.077,4.833,4.921,4.842,4.778,1.937,3.099,9.975,4.461,1.356
Negative_324,0,0.3,3.451,5.702,1.651,1.35,2.551,2.25,4.385,3.601,1.05,4.352,4.35,4.196,4.137,0.6,4.151,1.501,1.2,9.603,4.661,2.25
Positive_1079,1,0.342,2.397,2.397,2.226,1.712,3.253,3.253,4.894,1.712,2.568,3.425,4.731,4.915,4.862,2.74,4.752,3.425,3.082,5.308,4.222,1.199
Positive_1017,1,0.229,2.29,3.663,1.946,3.32,2.06,2.29,5.453,3.777,1.832,2.06,4.818,5.054,4.953,2.633,4.739,2.633,2.175,5.38,4.942,1.03
Negative_123,0,3.4,2.847,1.74,2.794,2.636,1.74,2.293,4.902,1.318,3.585,4.191,4.845,4.945,4.874,2.952,4.889,3.005,2.372,2.821,4.874,0.686
Negative_630,0,2.498,2.21,3.459,2.114,2.69,0.865,1.922,4.746,1.249,2.018,5.093,4.445,4.458,4.505,2.883,4.724,3.555,2.018,8.648,4.316,0.769
Positive_22,1,0.864,4.318,2.807,2.051,2.051,1.943,4.857,4.065,1.511,1.727,5.29,4.264,4.307,4.071,2.591,4.508,3.994,3.238,4.857,4.437,0.54
Positive_481,1,1.103,3.309,2.481,4.963,4.963,1.654,1.654,4.589,2.481,1.378,2.757,5.352,5.299,4.721,3.033,4.926,1.654,1.654,4.687,4.759,1.93
Positive_274,1,1.529,2.294,3.441,3.059,3.441,0.892,2.039,4.962,2.167,2.549,4.206,4.925,4.928,4.601,3.951,4.892,2.932,2.167,4.079,4.933,1.912
Positive_584,1,0.502,1.674,2.009,3.516,4.52,1.507,3.516,5.107,2.511,2.177,3.516,4.76,5.203,5.057,2.177,5.261,1.841,1.674,4.018,4.908,1.674
Positive_917,1,0.914,3.109,2.804,2.317,3.536,1.158,2.012,4.891,2.317,2.926,5.548,4.88,4.524,4.715,3.841,4.945,2.255,1.646,5.182,4.741,1.585
Negative_775,0,1.12,2.719,0.64,2.719,0.48,0.8,0.64,5.295,1.759,4.958,2.239,5.496,5.6,5.375,3.199,4.926,3.039,0.96,6.557,4.717,0.64
Negative_1019,0,1.703,2.516,3.406,3.058,2.903,1.781,2.012,4.799,1.703,1.974,3.832,5.063,5.099,4.771,2.67,4.861,3.251,1.626,5.225,4.907,0.89
Negative_1037,0,0.0,7.235,0.0,1.447,2.171,0.0,2.171,5.279,1.447,5.065,3.618,5.196,4.396,5.336,1.447,4.62,5.065,2.894,1.447,5.515,1.447
Negative_1133,0,2.23,3.965,2.726,1.734,2.23,2.478,1.487,4.211,3.221,1.734,3.717,4.235,4.752,4.238,2.23,4.183,4.212,2.478,6.195,4.608,1.982
Negative_403,0,2.616,4.251,1.635,1.308,0.654,1.145,0.491,4.615,3.27,3.106,3.924,4.744,4.394,4.367,1.798,4.825,3.597,1.308,10.136,4.873,1.635
Positive_1003,1,1.401,1.751,3.151,3.326,3.151,2.976,1.751,5.279,2.801,2.101,2.626,5.007,5.102,5.356,2.451,5.187,2.276,1.226,3.501,5.029,0.7
Positive_257,1,1.273,3.183,3.979,2.228,3.342,1.432,2.069,4.643,1.114,1.591,3.82,4.583,4.621,4.551,3.183,4.781,5.729,2.387,4.615,4.391,0.796
Negative_1108,0,3.804,2.421,2.075,0.346,3.458,0.346,1.038,4.817,2.421,3.458,3.804,4.85,4.888,4.61,4.842,5.345,3.458,2.421,5.533,4.385,0.692
Negative_1195,0,1.593,4.126,2.679,1.954,2.606,1.882,1.593,4.876,1.665,4.054,4.054,4.858,4.967,4.901,2.823,4.965,3.185,2.027,5.863,5.005,0.724
Negative_133,0,4.764,5.444,2.042,1.361,1.361,2.722,1.361,4.355,4.764,0.68,4.764,3.899,4.157,3.245,1.361,4.13,2.722,0.68,11.57,4.322,2.042
Negative_661,0,2.411,2.572,1.125,1.447,0.482,0.322,0.482,4.941,1.125,4.823,3.858,5.13,4.991,4.918,2.09,5.012,3.858,1.608,6.431,5.117,1.286
Positive_637,1,1.44,2.881,1.44,2.881,1.08,1.44,1.08,5.858,2.881,4.502,3.781,5.233,5.044,5.289,2.521,5.188,2.881,1.801,4.862,5.269,1.261
Positive_380,1,0.715,2.675,3.144,2.552,2.471,1.572,1.858,5.139,2.083,2.961,3.369,5.087,5.004,5.011,3.614,5.134,3.573,2.164,4.839,4.934,1.45
Positive_91,1,1.779,1.66,4.033,2.372,3.202,1.66,3.321,4.453,2.965,1.542,6.287,4.397,4.556,4.047,2.135,4.701,3.914,2.135,6.761,4.358,1.779
Negative_689,0,0.992,3.969,9.922,1.984,0.992,0.992,0.0,3.658,0.0,1.984,2.976,3.831,4.265,3.518,0.992,4.108,8.929,0.992,7.937,4.667,3.969
Negative_1144,0,0.335,2.013,2.683,0.671,4.696,1.342,3.019,5.292,0.671,6.709,4.361,5.45,5.241,4.952,0.671,5.884,3.69,1.342,2.348,5.156,1.677
Negative_347,0,1.58,4.346,0.79,1.58,0.395,0.395,0.79,5.681,1.58,5.136,2.37,4.829,5.52,5.105,2.37,5.499,5.136,2.963,5.532,5.223,1.185
Positive_538,1,0.878,2.458,2.634,1.932,3.512,2.107,2.81,4.781,2.283,2.107,4.039,4.75,4.828,4.657,3.688,4.885,5.268,1.756,3.512,4.983,0.351
Positive_51,1,1.583,2.329,2.376,1.863,2.049,1.583,1.63,4.652,2.329,3.447,2.934,4.795,4.847,4.784,2.795,4.993,4.285,1.77,7.033,4.751,1.258
Positive_457,1,1.632,3.005,2.708,2.3,2.56,2.337,3.153,4.825,1.743,2.968,3.599,4.856,4.861,4.906,4.192,5.054,3.227,1.298,4.303,5.112,1.447
Positive_879,1,1.469,1.959,3.427,1.713,3.672,1.959,1.469,4.899,1.959,2.693,5.141,4.676,4.964,4.892,4.162,4.735,3.182,2.448,5.141,4.863,2.448
Positive_15,1,1.574,6.395,1.672,2.755,2.459,0.787,0.984,4.845,1.476,3.738,4.231,4.538,4.987,4.455,2.853,4.892,2.755,1.967,4.525,4.937,1.18
Negative_873,0,2.758,2.207,2.207,1.104,5.517,1.104,4.413,4.728,1.655,3.31,2.207,4.797,5.22,5.513,1.655,4.923,6.069,1.655,7.172,4.646,1.104
Positive_989,1,1.224,2.326,3.734,3.122,2.693,1.224,2.938,5.257,1.897,3.06,3.428,5.09,5.003,4.851,3.795,4.841,2.816,2.02,4.223,4.854,1.285
Negative_832,0,3.687,2.868,2.458,3.687,2.048,2.868,2.458,4.978,1.639,2.868,1.639,5.265,5.078,4.673,4.916,4.591,2.458,2.868,2.458,4.783,1.229
Positive_69,1,2.676,1.672,2.787,2.118,3.122,1.784,3.568,5.078,2.341,2.23,3.01,5.076,4.682,5.065,4.794,4.909,4.125,1.561,3.122,4.831,0.669
Positive_98,1,1.019,3.259,2.241,1.63,3.463,2.241,4.074,4.675,3.056,1.426,3.259,4.908,4.751,4.63,3.667,4.764,4.278,2.241,5.5,4.994,0.611
Positive_13,1,1.415,3.603,1.029,0.515,0.129,0.515,0.644,4.669,1.544,4.89,5.147,4.594,4.912,4.462,0.644,5.553,3.732,1.029,8.493,4.943,0.901
Negative_654,0,1.373,3.714,1.696,1.696,2.584,1.211,2.1,4.429,0.969,3.23,4.037,4.929,4.799,4.588,5.087,5.021,4.683,2.826,5.814,4.705,0.565
Negative_474,0,1.238,3.096,2.476,1.486,1.981,1.981,1.981,4.451,2.972,1.857,3.591,4.44,4.382,4.298,1.61,4.617,5.077,2.105,5.943,4.868,1.61
Negative_1154,0,5.64,8.461,1.41,0.705,0.0,1.41,0.0,3.503,2.82,1.41,6.346,3.401,3.76,4.3,2.115,3.794,5.64,3.525,6.346,4.232,2.115
Negative_198,0,2.13,6.388,1.597,2.662,2.662,2.13,3.727,4.164,2.13,2.13,7.453,4.734,4.339,4.325,1.065,4.859,2.662,1.597,4.791,3.829,5.856
Negative_358,0,1.182,4.137,1.428,3.201,2.659,1.477,1.182,4.745,1.133,3.694,6.403,4.996,4.568,4.825,3.694,4.903,2.019,2.857,3.989,4.812,1.231
Positive_371,1,0.992,2.645,1.984,2.315,3.968,2.645,2.645,4.989,1.984,1.984,3.307,5.054,4.941,4.359,3.968,4.485,1.653,1.984,5.952,5.274,0.661
Positive_551,1,0.091,2.105,2.379,2.745,2.837,1.739,2.745,5.193,2.105,2.562,3.477,4.933,5.233,4.801,1.739,5.019,3.844,1.739,3.203,4.892,1.464
Negative_614,0,2.945,1.964,3.927,1.964,0.0,3.927,1.964,4.804,3.927,1.964,7.854,4.085,4.623,4.371,0.982,4.569,3.927,2.945,4.909,4.659,2.945
Positive_804,1,0.506,1.854,2.865,2.696,4.044,2.528,2.359,5.032,2.19,2.022,2.528,5.262,5.308,5.007,4.55,5.042,2.696,2.696,6.74,4.537,0.843
Negative_208,0,3.361,2.75,2.139,1.528,3.667,1.222,2.75,5.039,2.139,3.361,3.667,4.989,4.971,4.923,5.805,5.195,3.361,0.306,6.111,4.973,1.222
Positive_636,1,0.542,2.078,3.57,2.575,3.344,1.853,2.078,5.423,2.395,3.253,3.344,5.12,4.991,5.202,3.344,5.018,2.892,1.762,4.112,5.122,1.039
Negative_1216,0,0.261,7.301,1.043,3.65,1.304,0.522,1.304,4.839,1.043,3.911,2.347,4.512,5.268,4.436,4.433,5.18,1.825,2.086,4.172,5.145,0.782
Negative_299,0,1.879,3.757,1.879,0.0,1.879,1.879,1.879,5.097,2.818,3.757,7.515,5.534,5.239,5.131,3.757,4.753,1.879,1.879,3.757,5.769,0.939
Positive_680,1,0.777,2.244,2.503,2.589,2.417,1.381,1.036,5.038,2.071,3.193,3.625,5.233,4.953,5.179,2.589,5.216,2.762,2.158,4.488,5.206,0.949
Negative_853,0,1.392,3.481,2.262,0.87,0.87,0.522,0.348,4.133,2.262,2.089,3.481,4.427,4.3,4.122,3.307,4.641,4.351,2.611,11.835,3.984,1.044
Negative_1256,0,1.411,4.703,0.94,1.881,2.351,0.0,1.411,4.294,4.232,1.411,5.643,4.346,4.013,3.583,3.292,4.533,4.703,5.173,6.114,4.558,2.351
Positive_480,1,0.941,3.048,1.861,2.373,1.738,1.125,1.37,5.007,1.8,2.904,4.07,4.802,4.915,4.864,3.048,4.82,3.947,2.536,6.463,4.82,0.879
Negative_464,0,1.617,2.156,3.234,1.617,3.773,0.539,0.539,5.767,1.078,2.695,3.234,5.224,5.467,4.956,5.39,4.738,1.617,3.773,6.467,4.681,0.539
Negative_1196,0,1.419,5.439,0.946,1.419,2.601,0.0,0.946,4.904,2.128,7.568,5.676,4.678,4.741,4.53,0.946,5.694,1.656,1.892,2.838,5.158,0.709
Positive_1110,1,1.694,1.788,3.67,2.164,2.164,1.882,1.788,4.547,2.917,2.259,3.764,4.891,5.072,4.948,2.541,4.751,3.858,1.882,4.799,4.544,1.224
Positive_184,1,1.317,2.283,3.6,2.02,2.108,1.493,2.108,4.452,3.161,1.581,3.864,4.521,4.466,4.444,2.283,4.83,4.918,1.23,7.113,4.424,1.669
Negative_1300,0,1.397,4.391,1.197,2.395,1.197,2.196,0.998,5.117,0.798,4.191,3.193,5.315,5.272,4.852,2.994,5.027,3.792,0.798,3.991,5.245,0.998
Negative_976,0,1.243,4.695,0.552,2.348,1.519,1.519,0.276,5.022,1.105,4.557,2.348,5.228,4.886,4.765,3.314,4.99,3.176,1.381,7.042,5.551,0.691
Positive_1201,1,0.981,1.989,3.634,2.653,3.289,1.538,2.785,4.883,3.687,2.175,4.244,4.7,4.618,4.756,3.448,4.814,3.74,1.512,5.358,4.753,2.042
Positive_523,1,0.293,1.172,0.293,1.611,1.904,0.586,0.146,5.153,0.586,4.98,2.05,5.539,5.578,5.984,5.858,5.938,3.515,4.687,6.005,4.777,1.172
Negative_841,0,0.686,1.717,2.404,2.404,2.06,1.03,1.03,5.779,1.03,7.21,3.433,5.507,5.797,5.751,1.373,5.731,3.09,1.717,3.777,5.228,2.06
Negative_1053,0,1.502,4.756,0.501,1.627,0.751,1.001,1.001,5.208,1.001,4.13,2.253,4.754,5.082,4.857,4.256,4.913,2.503,1.752,6.383,5.183,0.25
Negative_926,0,0.794,6.808,1.134,3.12,2.969,0.435,0.945,4.524,0.964,2.194,5.711,4.368,4.507,4.337,5.503,4.362,2.609,3.044,3.971,4.373,0.738
Positive_447,1,0.822,2.284,2.284,2.467,3.015,2.376,1.919,5.321,1.827,2.741,2.741,5.098,5.147,5.161,3.746,5.191,2.558,2.01,4.568,5.156,1.188
Negative_638,0,2.546,2.629,1.962,3.255,2.984,2.024,2.149,4.501,2.086,2.378,4.674,5.01,4.943,4.673,3.046,4.831,3.63,1.878,3.985,4.896,0.522
Negative_996,0,0.597,6.484,2.218,2.986,1.109,0.768,2.303,4.652,1.791,2.645,4.607,4.655,4.42,4.44,2.73,4.252,2.474,4.607,6.398,4.127,1.621
Positive_1133,1,0.474,3.789,4.737,3.315,3.315,0.947,1.894,4.489,0.947,2.842,2.842,4.533,4.593,4.11,2.368,5.027,3.789,3.315,4.737,4.274,1.894
Positive_1130,1,1.716,2.745,2.516,3.317,3.889,2.059,1.601,4.974,1.144,2.288,4.919,4.723,4.704,4.618,3.66,4.898,2.974,1.945,5.948,4.843,2.059
Positive_1212,1,1.336,2.115,2.894,3.117,3.117,1.225,2.672,4.949,2.338,2.003,4.898,4.732,4.801,4.737,2.672,4.867,3.896,2.449,6.233,4.341,1.67
Positive_334,1,1.149,2.489,3.063,2.68,3.254,0.766,2.297,4.81,0.957,2.297,5.36,4.849,4.92,4.967,4.02,4.928,3.637,3.254,6.317,4.621,0.766
