id,label,APAAC5,APAAC10,APAAC12,APAAC19,APAAC15,APAAC4,APAAC14,APAAC16,APAAC3,APAAC6,APAAC20,APAAC13,APAAC7,APAAC2,APAAC11,APAAC18,APAAC23,APAAC9,APAAC29,APAAC39,APAAC1,APAAC24,APAAC8,APAAC34,APAAC17,APAAC28,APAAC40,APAAC32
Positive_407,1,2.312,7.195,7.708,5.653,5.909,6.167,6.937,7.195,4.111,9.251,4.883,0.771,5.139,6.167,12.848,0.771,-6.214,3.34,-8.072,-0.058,7.195,-1.22,6.424,6.388,6.167,-0.116,3.078,-2.497
Negative_196,0,2.259,5.134,3.697,2.259,7.599,4.518,3.491,6.982,2.669,3.697,6.366,2.053,4.518,4.723,14.581,0.616,-1.936,3.081,0.553,-3.55,6.572,-1.475,3.697,4.749,3.697,0.83,-5.025,-1.614
Positive_9,1,0.573,2.219,0.573,1.503,2.577,1.074,2.577,4.08,0.787,1.36,3.722,1.145,1.503,1.646,7.087,0.859,3.955,1.145,3.295,3.205,5.082,0.977,3.794,2.0,2.147,2.545,1.045,1.545
Positive_75,1,2.302,4.263,1.876,3.155,3.922,2.643,4.092,5.541,3.411,3.155,6.053,2.046,3.24,3.155,8.356,1.279,2.325,1.534,-0.358,2.432,4.092,1.252,3.155,1.073,4.263,1.18,1.395,-0.0
Positive_729,1,1.434,7.173,6.886,2.583,5.738,4.877,8.607,6.886,3.73,11.763,6.599,3.73,3.443,6.312,10.328,1.721,-6.027,2.008,2.009,-0.391,8.033,-2.4,4.877,-0.502,4.877,0.112,2.679,-1.897
Negative_1021,0,4.502,3.657,5.627,1.969,3.657,5.065,3.657,9.565,2.532,4.22,8.722,2.814,6.19,5.627,10.128,1.969,2.117,3.939,1.807,4.388,6.753,2.426,6.753,-1.91,5.908,-5.369,4.285,-3.872
Negative_1208,0,5.533,4.058,2.951,3.32,9.222,3.32,3.689,8.116,2.214,7.378,7.008,2.214,5.533,8.485,15.493,1.475,2.352,4.427,-7.72,5.489,11.435,-2.413,9.222,0.181,5.533,-0.302,1.93,-5.127
Positive_528,1,0.995,2.442,2.442,1.538,6.15,4.07,2.171,7.958,2.442,6.964,4.07,2.532,4.341,4.793,8.139,0.905,-1.162,2.442,-1.442,0.12,6.692,0.04,4.07,0.761,4.974,3.806,1.643,2.003
Positive_597,1,2.483,5.697,6.865,3.506,4.09,4.09,2.775,4.09,3.213,7.158,7.158,1.315,3.213,4.382,8.034,0.876,-1.136,1.899,2.082,1.514,7.887,0.521,9.64,-1.183,6.281,2.272,0.71,-0.899
Positive_984,1,1.711,5.073,5.195,2.628,2.964,4.645,3.637,5.165,4.768,6.021,5.684,2.537,3.576,4.187,9.046,0.641,-1.156,2.231,-1.61,0.619,4.4,0.537,4.156,2.022,4.278,4.086,1.156,0.124
Positive_636,1,1.131,7.445,6.974,3.864,4.335,5.371,4.995,6.974,4.335,6.974,6.031,2.168,3.675,6.785,8.576,1.79,-5.061,4.147,0.202,1.215,5.749,-3.492,5.749,1.569,4.147,1.215,1.822,2.024
Positive_477,1,1.345,5.68,2.391,2.541,2.093,2.093,4.185,5.53,1.794,2.242,4.185,1.046,1.794,2.69,5.081,1.494,5.073,0.299,1.913,1.497,2.391,2.606,2.093,-0.416,4.484,1.913,1.026,1.164
Negative_525,0,2.39,0.869,4.345,1.086,2.39,1.304,1.955,3.693,0.869,2.172,1.086,1.086,2.172,3.476,3.259,0.217,1.949,0.869,6.079,2.118,2.607,2.033,3.476,0.868,3.041,-0.339,1.843,3.982
Negative_820,0,1.941,2.219,2.635,1.941,3.744,2.219,3.19,5.547,1.664,1.941,4.993,1.664,1.525,3.19,8.875,1.664,1.984,1.11,1.691,-0.163,7.211,1.854,4.576,2.179,3.19,3.122,-1.463,2.146
Negative_142,0,2.998,2.623,1.499,2.249,7.494,2.623,2.623,8.993,2.249,2.249,4.871,1.874,5.246,6.745,10.866,1.499,-4.314,4.871,2.819,-2.221,5.996,-2.734,4.122,-0.598,3.747,3.802,-1.666,0.171
Positive_882,1,0.861,3.73,6.026,3.443,7.462,4.879,3.157,4.018,2.009,3.157,6.6,2.009,3.157,4.879,12.34,0.574,2.67,2.583,-5.996,1.05,3.73,-1.05,7.175,-2.713,5.739,2.276,0.919,-0.569
Negative_1172,0,4.7,3.041,5.806,1.936,6.635,4.7,5.252,9.953,3.594,9.676,5.806,2.212,6.912,6.359,13.823,0.829,4.485,2.765,-5.693,1.323,8.846,4.888,7.188,-2.243,4.976,4.888,0.748,-0.92
Negative_50,0,0.87,0.87,1.74,0.87,5.221,3.48,0.87,4.351,1.74,2.61,3.48,1.74,2.61,7.831,2.61,0.0,-4.14,2.61,1.46,-3.822,3.48,-0.212,2.61,6.051,3.48,5.865,-0.08,-0.823
Negative_938,0,1.982,1.586,1.982,1.189,4.361,1.586,0.793,4.361,0.397,8.325,3.568,2.379,6.343,5.55,7.532,1.189,-2.979,1.189,2.218,-1.092,3.964,0.662,3.964,4.038,3.964,-0.596,2.913,2.781
Negative_1078,0,1.717,1.288,2.146,1.503,6.01,4.937,3.434,7.083,1.717,5.795,4.293,1.288,6.01,6.654,9.659,1.932,-7.225,2.79,1.827,-0.51,7.727,-4.632,5.581,5.397,3.434,4.037,2.295,2.082
Negative_967,0,0.426,2.128,3.406,1.277,8.089,2.128,0.852,17.028,2.128,6.811,3.831,0.852,7.237,4.257,8.939,0.426,3.695,4.683,-1.016,1.801,4.257,3.834,8.089,-0.831,5.534,-0.092,3.233,1.709
Positive_275,1,1.189,5.813,6.21,2.643,4.096,4.096,3.17,6.87,3.303,7.398,7.134,3.435,4.228,5.417,6.738,0.661,-1.916,3.038,-3.209,-3.736,8.984,-0.479,6.342,3.161,5.02,1.341,-1.102,2.682
Positive_41,1,4.085,6.638,8.169,1.022,5.106,4.34,3.83,5.872,2.808,5.106,9.191,2.808,1.787,2.298,7.404,0.51,-0.383,2.042,1.963,2.202,7.915,-1.963,9.191,-3.255,5.617,0.096,-0.048,1.628
Negative_1277,0,2.724,4.766,7.49,1.362,10.214,2.724,4.086,3.405,2.724,8.852,4.766,1.362,4.766,6.128,7.49,3.405,-2.285,0.681,-6.763,0.047,6.809,-0.233,4.766,2.379,4.766,6.063,-0.326,14.832
Positive_257,1,2.247,7.023,5.899,2.528,5.618,3.933,1.967,6.742,3.652,5.618,10.113,1.405,4.214,2.809,8.146,0.842,-0.191,1.686,0.716,0.716,9.27,-1.146,6.181,1.48,5.618,2.245,-1.433,-2.722
Negative_423,0,2.757,3.568,4.541,1.459,5.19,3.73,4.054,9.406,2.757,7.946,6.486,2.433,4.217,4.865,9.082,1.622,-2.723,3.243,-3.099,-3.38,6.325,-0.0,6.0,2.911,4.217,-1.502,-0.094,2.3
Positive_368,1,1.916,10.405,5.953,4.762,5.384,6.678,4.608,9.836,5.331,5.591,5.436,2.329,4.4,5.591,14.029,1.708,-6.148,3.054,-1.171,-1.054,6.575,-4.157,5.436,-1.054,8.076,-0.644,-2.225,1.932
Positive_960,1,0.91,3.639,2.8,1.353,1.843,2.123,3.289,3.266,2.193,3.359,3.009,1.563,1.26,2.239,4.455,0.677,1.247,0.606,2.564,0.785,2.683,1.247,2.776,2.818,2.146,2.933,1.64,3.072
Negative_1236,0,0.849,1.751,1.38,0.955,4.299,1.592,3.344,3.928,0.849,2.283,3.981,1.221,2.495,2.76,9.395,1.38,2.89,1.751,2.919,3.064,6.529,1.532,4.299,1.647,2.76,2.168,1.618,0.723
Negative_1186,0,5.007,2.683,2.683,2.146,10.194,3.756,3.04,5.901,4.471,7.333,3.219,0.894,6.796,6.796,8.584,1.43,-4.008,4.292,0.917,1.352,6.259,-2.366,6.08,0.869,5.007,-0.676,3.863,-0.193
Negative_456,0,2.739,4.483,4.732,3.735,5.728,4.732,4.234,5.23,4.981,6.725,4.234,2.988,2.988,5.977,5.23,1.744,-4.041,2.739,0.975,-3.53,6.226,-3.762,8.467,3.994,4.981,4.412,-0.139,-2.88
Positive_998,1,3.625,5.274,6.593,7.252,4.615,9.559,5.933,5.933,3.956,3.956,8.571,0.659,4.285,6.922,10.218,2.637,3.909,3.296,-5.893,0.817,8.24,-0.525,10.218,3.267,4.944,-1.167,2.975,-8.11
Positive_950,1,2.163,3.461,6.381,2.055,4.001,4.975,4.758,3.893,2.704,5.3,4.542,2.271,2.704,3.461,5.083,0.973,0.907,2.055,0.798,2.794,3.353,3.229,4.866,-0.218,3.569,0.726,3.048,1.125
Negative_216,0,4.895,3.916,4.895,7.832,12.728,4.895,5.875,10.77,11.75,5.875,7.832,2.937,3.916,10.77,4.895,0.979,-8.123,1.959,-8.589,-9.055,11.75,-12.383,6.854,2.597,7.832,-0.599,-6.258,3.795
Negative_145,0,2.42,2.42,2.904,1.452,4.356,4.356,4.356,6.292,0.484,5.325,12.101,1.936,2.42,9.681,13.069,2.42,-10.877,2.42,-0.513,5.952,14.521,-11.801,6.292,1.539,3.388,2.719,2.309,-0.051
Negative_397,0,1.259,1.259,3.62,1.417,3.778,2.991,0.944,5.194,0.787,6.296,3.148,1.259,2.676,4.565,8.342,0.472,1.332,2.204,-0.1,0.266,7.397,5.16,6.138,1.831,2.833,2.796,0.599,1.997
Negative_959,0,0.629,2.516,1.258,0.629,3.459,1.572,0.943,4.088,1.572,4.402,2.201,1.258,0.314,3.773,4.716,0.629,6.163,1.258,-3.813,3.968,3.144,4.145,2.516,2.66,3.459,1.862,3.658,5.786
Positive_1197,1,3.941,5.692,5.692,5.255,3.941,6.131,4.379,3.941,3.941,7.444,6.568,1.752,1.752,8.32,10.947,1.752,-3.715,3.065,-3.192,-7.012,6.568,-0.262,9.634,3.087,3.941,3.715,-4.867,-6.489
Negative_616,0,2.662,3.461,1.996,1.331,2.263,0.932,2.928,3.86,1.73,1.597,5.058,1.198,2.263,1.73,7.188,1.065,4.428,1.331,3.044,1.761,3.328,3.17,1.996,1.56,2.396,1.811,0.428,1.333
Negative_1075,0,12.248,0.72,1.441,2.161,16.571,1.441,6.484,4.323,2.161,2.161,11.527,2.161,3.602,10.807,10.807,2.161,2.421,4.323,-6.859,-1.268,9.366,3.401,7.205,-2.651,3.602,-0.403,-1.787,3.573
Positive_1138,1,2.067,4.726,6.555,2.803,4.441,4.964,4.655,7.767,3.633,7.03,5.937,2.803,4.465,5.106,12.587,1.164,-4.363,2.137,-1.275,-0.882,6.413,-3.676,4.441,2.843,4.346,4.069,0.637,-1.373
Positive_572,1,1.267,5.385,7.602,2.217,3.168,6.018,2.217,4.593,3.801,5.067,7.759,2.217,1.9,3.484,5.542,0.475,-2.832,2.692,-4.106,0.094,12.828,-1.793,10.927,0.661,5.226,2.454,2.596,1.51
Negative_1155,0,2.623,2.623,2.861,1.907,2.861,2.384,3.099,5.721,1.43,4.768,3.099,1.43,2.623,4.768,6.436,2.861,3.542,2.145,3.448,3.542,2.861,0.752,2.861,1.285,3.337,4.984,2.32,-0.345
Positive_654,1,1.327,3.096,5.087,0.885,2.433,4.424,1.106,3.317,2.433,3.981,6.635,1.99,1.548,2.212,4.866,0.663,2.316,1.548,1.431,3.099,7.52,3.44,8.847,3.065,4.202,1.907,4.36,-2.623
Negative_702,0,1.693,2.257,3.527,1.269,4.232,2.116,1.269,3.668,1.834,2.962,1.975,1.269,1.693,4.091,4.937,0.846,3.16,1.834,1.456,-0.568,2.68,2.543,1.975,4.814,3.244,5.604,1.382,2.32
Negative_910,0,5.068,4.223,0.0,0.844,7.601,0.844,1.689,14.358,2.534,9.291,5.912,2.534,7.601,5.912,10.979,3.378,3.892,0.844,-4.649,0.541,9.291,3.892,10.135,-0.216,5.068,3.243,-0.865,-3.297
Negative_624,0,2.753,7.344,4.59,2.753,5.508,10.098,2.753,11.015,6.426,9.179,4.59,1.836,11.934,3.672,15.606,0.0,-11.236,1.836,-7.997,3.106,19.277,-8.857,3.672,12.095,7.344,6.147,-0.793,-0.793
Positive_1199,1,2.32,4.641,4.008,2.109,3.586,5.062,4.218,6.117,4.43,6.117,3.375,3.375,5.485,5.906,12.445,1.265,-1.756,5.906,-3.227,2.848,5.274,-0.0,5.485,0.332,3.797,2.326,2.136,1.804
Positive_167,1,1.429,3.811,6.034,3.334,6.034,6.034,6.193,8.576,4.129,5.082,5.876,2.224,4.764,5.717,10.957,1.112,-9.718,2.859,-1.149,2.247,8.258,-9.248,6.193,2.874,5.876,3.292,2.821,-3.083
Positive_1180,1,1.056,2.536,4.226,3.064,2.113,4.121,1.902,2.747,2.219,4.121,2.747,1.796,1.691,2.43,3.17,0.211,-0.516,1.691,1.908,1.005,2.853,1.805,4.649,4.408,2.219,4.202,2.63,4.692
Negative_535,0,4.157,0.0,0.0,0.0,11.086,0.0,1.386,9.7,0.0,0.0,4.157,4.157,5.543,0.0,11.086,0.0,1.06,8.314,0.459,2.65,2.772,1.06,5.543,2.721,2.772,0.954,1.519,2.155
Negative_858,0,4.028,6.043,5.538,2.015,9.568,4.532,2.518,10.071,1.51,5.538,6.043,2.015,2.015,2.015,14.099,1.51,1.895,1.51,2.041,-1.701,5.035,-0.389,6.546,0.486,5.035,-1.944,-3.741,-0.34
Positive_1068,1,2.512,6.099,7.534,4.664,5.382,7.534,8.969,11.481,4.306,6.817,6.817,4.306,7.176,5.382,9.328,1.436,-8.388,1.436,-0.839,4.194,5.382,-6.111,5.74,-1.438,7.534,-1.078,4.014,-3.295
Positive_803,1,1.333,7.233,6.662,4.759,5.9,7.233,4.188,9.327,3.045,8.184,9.517,4.188,3.426,6.09,9.517,1.142,-8.103,1.713,-5.755,-0.998,7.994,-5.578,9.517,6.107,6.472,5.226,-0.235,-2.466
Negative_387,0,3.526,6.661,10.579,1.959,11.755,6.661,3.918,14.89,4.702,9.012,17.632,3.135,11.363,8.62,21.159,2.743,-8.219,5.877,-5.051,-6.592,9.796,-7.449,10.188,-2.312,7.053,-6.079,-0.257,-2.055
Positive_98,1,1.646,3.621,5.596,3.621,5.267,2.634,4.938,5.267,6.584,5.926,6.913,0.987,3.621,2.305,8.888,2.634,3.384,1.646,1.438,1.946,3.95,0.381,3.95,-3.638,4.608,-2.284,2.792,-2.115
Positive_141,1,1.523,6.328,3.75,5.742,5.859,8.086,6.094,6.328,6.68,7.383,8.203,2.578,5.976,6.328,8.906,2.929,-1.207,4.805,-1.871,0.905,7.969,-0.966,8.32,0.664,6.914,-0.302,-2.173,-0.483
Negative_923,0,1.8,2.879,1.08,2.159,2.519,1.8,3.599,5.039,1.08,1.44,3.959,2.519,2.159,2.519,9.358,1.8,3.144,0.72,3.425,3.874,3.599,2.723,3.599,3.032,2.519,2.33,3.762,2.499
Positive_356,1,2.415,4.172,3.733,4.392,4.172,5.929,4.172,7.027,3.953,7.906,7.685,1.976,3.733,5.71,8.125,0.879,-5.903,1.976,-5.46,-1.23,6.808,-2.705,7.685,6.198,5.929,3.689,0.0,-1.082
Negative_279,0,1.117,2.606,1.862,1.862,1.862,2.606,3.351,2.606,1.117,3.351,4.095,1.117,1.489,1.862,6.702,1.862,2.372,1.489,2.193,0.944,3.351,2.193,4.84,0.918,1.862,2.04,-1.122,3.035
Positive_437,1,0.0,7.99,8.49,3.996,6.991,4.994,5.992,3.496,4.494,8.49,7.491,3.496,5.992,5.493,14.982,0.499,-6.43,2.997,3.548,0.499,5.493,-5.432,5.493,5.211,3.996,3.714,-2.273,-3.104
Positive_825,1,0.135,0.674,2.156,0.27,0.539,1.617,0.539,1.347,1.213,3.503,0.943,0.539,0.674,1.347,1.213,0.0,0.802,0.0,1.852,1.812,2.021,4.823,0.404,6.16,0.674,5.754,5.199,5.694
Positive_671,1,3.289,4.935,9.045,4.112,2.467,4.935,4.935,10.69,6.579,6.579,8.224,4.112,4.935,7.401,12.334,2.467,-13.823,3.289,1.416,-10.789,15.624,-10.587,9.868,-2.967,9.045,3.034,-9.912,-8.496
Positive_909,1,1.278,1.662,3.196,1.534,4.474,3.451,1.662,8.053,2.301,4.73,3.068,0.511,3.068,3.324,4.73,0.256,0.589,1.15,2.694,0.982,3.451,2.609,2.045,3.451,2.173,0.281,2.413,3.816
Positive_878,1,0.372,4.826,7.795,3.341,5.939,4.455,3.712,8.537,6.681,2.97,8.167,5.568,3.712,5.568,11.507,0.742,1.956,2.598,-2.071,3.97,15.22,-0.633,4.455,-0.921,8.909,-1.554,3.222,1.323
Negative_425,0,0.295,1.179,1.768,0.0,2.652,0.295,0.295,5.009,1.179,2.652,3.242,1.473,0.589,0.589,3.242,0.0,3.39,0.295,4.846,3.409,7.956,2.681,4.715,2.088,0.884,2.911,2.643,2.107
Negative_435,0,1.633,3.266,2.45,0.817,7.349,5.716,1.633,6.124,0.408,2.858,2.858,0.817,4.491,4.491,7.349,0.408,6.323,1.633,2.398,-3.815,3.266,0.981,3.674,4.469,11.432,-3.052,-3.416,6.904
Positive_841,1,1.211,6.327,4.981,4.443,3.77,4.577,3.097,4.038,4.038,4.173,4.711,2.962,3.635,5.116,7.0,0.403,0.25,2.019,3.91,1.664,5.384,-0.624,7.943,-1.04,3.365,3.12,1.29,1.498
Negative_1121,0,0.914,2.057,2.286,2.972,3.886,1.372,1.6,3.429,2.743,2.057,3.201,2.743,3.429,2.515,2.743,2.057,2.082,2.286,2.14,-0.058,2.286,-0.463,10.287,0.347,2.972,3.268,0.029,-1.33
Negative_12,0,1.938,1.938,1.454,0.485,1.938,2.423,0.969,2.908,0.485,5.331,3.393,0.969,2.908,4.846,4.362,0.969,3.842,1.938,2.129,4.014,3.393,4.479,4.846,3.059,1.454,3.524,0.636,4.968
Negative_288,0,1.64,1.822,2.187,2.187,1.64,0.547,2.733,3.827,1.276,2.187,3.28,0.911,1.458,1.822,7.471,1.64,1.385,2.004,4.369,1.361,2.916,1.098,3.098,2.029,3.098,2.602,1.576,3.915
Negative_1293,0,1.515,1.299,4.762,1.515,3.68,3.68,1.299,11.04,0.433,3.896,3.68,1.515,2.598,3.896,4.113,0.433,2.339,1.732,1.327,-2.086,4.113,1.896,3.68,1.865,4.329,2.655,-2.181,2.781
Positive_1118,1,1.79,5.277,4.523,3.487,6.313,5.842,3.675,6.69,4.334,7.162,7.35,2.355,5.277,5.842,11.024,1.32,-0.553,2.544,0.166,-1.162,12.532,-1.604,7.35,1.327,5.936,0.774,-1.162,-1.438
Negative_1212,0,5.507,1.836,0.0,10.095,5.507,0.0,6.424,9.177,6.424,0.0,1.836,0.917,0.0,2.753,4.588,0.917,-2.355,0.917,1.397,-2.794,0.917,-2.196,17.436,0.958,4.588,3.553,0.599,2.954
Positive_326,1,2.212,4.266,6.32,1.422,4.74,3.793,4.108,3.477,3.319,6.163,5.847,1.106,2.845,3.634,6.794,0.948,-4.935,0.948,-0.85,1.173,7.743,-2.751,6.479,0.647,4.74,2.468,2.508,3.56
Positive_87,1,1.667,2.416,2.0,2.333,6.333,4.25,2.917,6.249,3.083,4.917,7.5,1.083,5.166,4.5,10.916,1.667,5.931,1.917,-2.078,-1.775,6.916,4.848,7.667,-0.173,3.083,3.81,-1.255,0.736
Positive_668,1,1.889,4.721,11.33,2.833,7.081,2.833,7.554,6.61,3.304,8.026,9.442,0.472,2.36,4.249,10.386,1.416,3.453,1.416,2.072,0.789,5.666,6.413,4.721,1.973,2.36,-1.283,-1.48,-3.059
Negative_219,0,1.186,2.371,1.581,1.581,9.882,3.953,4.348,10.277,7.51,2.767,3.557,7.115,6.324,2.767,5.534,0.395,-2.081,9.092,5.71,-0.0,8.301,-3.202,15.02,-1.281,3.162,3.202,1.067,-2.401
Negative_17,0,2.111,2.111,4.222,4.222,8.443,2.111,12.664,16.885,2.111,0.0,2.111,2.111,2.111,4.222,8.443,4.222,4.981,12.664,-1.37,-3.176,10.554,3.549,6.333,-0.685,16.885,4.172,-1.93,6.164
Negative_824,0,1.927,1.284,6.421,2.568,5.137,0.642,2.568,3.21,1.927,0.642,5.137,1.927,1.284,7.063,9.632,0.642,3.241,2.568,-2.017,12.335,5.137,1.157,3.853,-6.085,2.568,1.257,7.837,1.058
Positive_35,1,2.114,3.625,3.625,2.417,5.739,2.114,4.833,6.796,3.625,3.776,6.193,3.474,2.568,3.171,8.91,1.662,1.542,1.963,2.168,2.334,5.89,-0.792,6.796,-0.375,4.078,-2.835,-0.333,2.626
Negative_1272,0,2.582,2.282,1.441,2.402,7.206,3.903,2.402,9.247,3.003,4.984,7.986,1.021,4.803,6.004,13.09,1.321,4.515,3.302,-1.334,0.462,10.628,4.361,8.226,-1.18,6.785,-1.18,0.872,0.257
Positive_234,1,0.894,2.682,4.917,3.129,6.258,2.235,4.023,6.258,3.129,4.47,5.811,1.788,1.341,5.811,12.069,0.894,2.67,1.341,-4.512,3.361,11.622,0.23,9.387,-3.637,4.023,1.565,4.282,1.98
Positive_208,1,1.124,3.371,5.057,4.355,3.371,6.04,4.776,5.759,2.388,5.338,4.073,2.247,2.247,4.355,8.428,0.702,-3.152,2.529,0.591,0.63,3.511,0.591,4.355,1.694,4.776,1.221,0.788,1.458
Negative_559,0,2.686,4.567,4.567,1.344,5.373,4.567,1.612,7.79,3.493,6.716,8.597,1.074,4.298,5.104,16.119,1.344,-1.543,2.955,-0.798,1.915,9.671,-3.085,9.134,6.117,5.373,-2.66,0.266,2.34
Positive_1084,1,1.127,1.705,3.766,1.347,3.024,2.832,1.594,2.969,1.677,3.986,2.254,0.852,1.705,3.216,3.354,0.412,1.577,0.852,1.422,2.199,2.914,2.976,2.749,3.487,2.089,4.309,3.465,4.087
Positive_1108,1,1.163,3.634,4.652,2.035,3.78,3.634,4.216,6.396,2.181,4.071,4.361,2.908,3.634,3.634,7.559,0.873,3.496,1.163,0.765,0.073,3.489,1.894,4.507,3.059,4.942,2.622,0.291,-0.91
Negative_644,0,4.041,9.878,8.081,2.245,5.837,5.837,3.592,7.633,3.592,8.98,8.531,4.041,3.142,6.286,9.428,1.795,-4.32,4.041,-0.572,-5.591,9.428,-6.671,8.98,0.572,11.673,-4.193,-3.431,1.207
Positive_634,1,1.547,4.528,4.197,3.645,5.742,6.074,4.197,7.179,2.54,5.854,6.184,1.877,3.755,7.731,12.369,2.209,-6.44,3.645,-2.524,0.67,6.737,-3.967,6.847,1.494,6.184,0.618,2.885,0.464
Negative_213,0,1.653,3.967,3.306,0.33,9.917,3.967,3.306,15.868,2.975,5.62,4.298,2.314,4.298,5.62,6.942,0.33,-2.277,1.984,-0.237,-2.467,5.289,1.803,7.273,0.759,5.62,2.23,-1.85,3.51
Positive_861,1,0.0,4.032,6.272,2.24,2.016,4.816,2.688,3.248,3.92,5.488,4.816,1.792,1.792,3.584,6.496,0.56,-0.0,1.232,-2.101,0.181,5.376,1.558,6.832,2.971,5.264,2.717,2.5,0.507
Negative_726,0,2.02,3.956,1.431,2.357,7.153,4.713,4.293,6.733,2.357,6.06,9.174,2.272,5.218,7.659,10.773,0.253,-3.306,3.62,-0.054,2.71,9.931,-3.306,12.877,2.927,5.554,-0.163,1.68,-1.138
Positive_1184,1,1.39,6.487,8.11,1.622,3.475,5.329,4.171,3.708,6.256,6.487,8.11,1.854,5.329,3.475,9.964,0.231,-2.953,0.231,-2.853,0.551,12.281,-1.602,8.341,1.552,3.244,-0.05,0.05,1.351
Positive_580,1,2.535,6.336,5.323,5.323,4.816,6.336,3.295,5.83,2.535,5.323,6.591,2.535,3.802,2.788,8.111,1.014,-2.246,3.295,-1.194,1.242,7.097,-1.768,8.364,1.147,4.309,2.962,-1.147,-0.191
Negative_900,0,12.947,0.0,9.416,3.531,32.957,0.0,0.0,3.531,0.0,2.354,2.354,1.177,14.125,0.0,0.0,0.0,2.881,0.0,-1.398,-2.5,0.0,1.017,0.0,-1.186,2.354,2.076,-0.763,5.508
Positive_939,1,0.931,4.111,4.188,2.017,3.025,3.18,3.18,5.662,3.413,4.576,5.197,2.25,2.637,4.731,6.36,1.163,2.001,1.706,1.71,-0.582,5.585,2.073,4.654,1.31,4.188,2.364,0.036,0.218
Negative_454,0,8.012,1.602,5.608,5.608,5.608,2.403,4.807,8.012,3.204,3.204,8.012,3.204,4.006,3.204,6.41,0.0,-1.115,4.006,-4.74,-0.325,5.608,-5.112,3.204,0.976,7.211,-0.139,0.697,3.02
Negative_1090,0,2.468,0.0,2.468,0.0,8.02,1.233,3.084,6.786,0.617,4.318,4.935,1.233,3.084,3.701,4.935,1.851,2.848,3.084,2.602,1.723,6.786,0.527,9.253,2.567,2.468,4.219,1.055,2.426
Negative_173,0,2.739,0.996,2.241,0.498,7.47,3.984,2.49,7.22,3.735,4.979,6.972,1.494,3.486,5.478,15.437,1.245,1.774,1.743,3.361,2.288,10.707,0.233,5.976,3.268,4.482,-2.521,0.093,-1.821
Negative_308,0,1.958,1.469,1.958,1.469,4.406,3.916,1.469,5.874,1.958,3.916,3.427,0.979,5.874,5.874,8.811,2.447,7.613,5.385,0.278,-9.04,5.874,6.86,8.322,2.379,3.916,1.586,-5.67,3.093
Negative_91,0,2.288,0.229,2.059,0.686,3.203,4.576,2.288,2.288,0.915,2.746,1.144,1.144,1.83,5.491,2.974,1.144,3.846,1.602,3.565,-0.633,4.805,2.674,2.974,2.65,2.517,9.733,0.469,2.838
Negative_971,0,1.734,2.697,1.541,3.467,8.476,3.852,5.009,11.174,3.275,5.202,7.898,0.963,6.165,5.587,12.137,1.926,-0.434,3.661,-2.115,-0.651,7.513,-1.41,10.21,-2.983,5.972,3.037,-0.542,-0.597
Negative_776,0,7.111,9.62,4.183,3.347,10.875,5.437,7.111,6.692,5.019,6.692,7.111,2.928,6.692,7.529,8.784,1.673,1.118,3.347,0.062,-3.851,5.856,-0.124,8.784,0.87,5.437,-3.043,-5.404,1.615
Negative_457,0,0.0,5.624,2.25,1.875,3.75,2.25,1.125,8.249,0.75,4.499,4.875,1.125,1.125,2.25,3.75,0.0,1.49,1.875,4.978,2.109,2.625,1.378,2.625,0.197,5.624,2.334,1.603,-0.562
Negative_872,0,0.406,1.016,1.829,0.813,5.487,3.251,1.219,4.673,1.016,5.487,2.642,0.813,4.064,2.235,5.689,0.61,3.496,1.422,0.031,-0.535,7.518,4.504,6.096,0.409,6.706,1.197,1.732,1.228
Positive_425,1,2.532,4.305,6.457,2.785,5.698,4.938,3.039,10.762,5.064,5.824,5.317,2.912,5.317,3.419,10.256,0.886,-1.525,1.393,-2.361,-0.836,4.685,-0.836,6.583,1.181,6.204,0.984,1.279,-0.344
Negative_561,0,4.99,5.444,7.259,2.722,6.805,3.63,4.99,5.444,3.175,6.351,8.62,2.722,4.99,5.898,8.166,0.0,-4.299,0.908,-0.478,3.556,11.342,-7.378,7.712,-0.69,4.99,-1.327,2.495,3.238
Positive_1071,1,1.443,3.047,8.019,2.887,5.933,4.009,3.207,4.65,2.887,8.019,6.254,2.084,5.132,3.047,7.858,1.283,1.94,1.123,-1.94,1.181,5.933,2.235,4.17,1.012,3.367,4.175,2.067,1.392
Negative_473,0,1.277,2.161,1.376,1.277,3.832,2.063,2.26,5.404,1.081,3.046,3.734,1.081,1.67,4.519,6.878,1.474,4.159,1.081,2.831,1.646,5.01,3.755,5.993,2.08,2.555,2.253,1.415,1.849
Negative_615,0,0.333,1.667,3.0,0.333,3.667,0.667,1.334,2.0,0.667,3.0,2.0,0.333,0.333,1.667,2.667,0.0,3.259,0.333,2.338,4.775,2.667,4.732,0.667,3.4,1.0,4.661,3.74,2.564
Positive_566,1,2.179,4.359,4.086,4.359,5.447,6.537,6.265,7.082,5.993,10.35,8.989,4.903,5.72,5.993,8.989,1.09,-6.424,2.724,-4.0,-1.818,8.172,-4.667,9.533,4.0,8.444,5.273,0.909,-4.788
Negative_919,0,0.847,1.271,3.812,0.0,3.388,0.847,0.424,2.118,0.0,4.235,1.271,0.424,1.694,2.541,2.118,0.424,3.995,0.0,2.266,0.636,3.388,6.865,2.541,3.75,1.271,8.136,5.022,2.576
